Species,Sample Type,Sample Number,Harvest Type,Subdistrict,Subdistrict Area,Subarea Initials,Gear,Wheel #,Sampler Name,Sample Date,Date Caught,Sample Week,Stat Week,Row,Fish number,# Otoliths collected,Sex,Length ME-fork,Length ME-A.fin,Whole fish (y/n),Fishery - Fed or State (F/S),Age,LAST 5 DIGITS OF GENETICS CARD,GENETICS  FISH #,SUBSAMPLED FOR ORIGIN? ,Origin    (h/w),,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/16/2022,6/16/2022,3,25,A,7,2,M,501,377,Y,S,"1,2",68968,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,A,5,1,F,491,376,Y,S,"1,2",68965,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,A,2,1,F,481,375,Y,S,"1,3",68965,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,A,7,2,F,478,375,Y,S,"1,2",68965,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/16/2022,6/16/2022,3,25,A,12,1,M,483,374,Y,S,"1,3",68968,12,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,B,3,2,M,480,372,Y,S,"1,2",68965,15, ,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/16/2022,6/16/2022,3,25,C,1,1,M,471,372,Y,S,"1,2",68968,25,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/16/2022,6/16/2022,3,25,A,11,2,F,492,371,Y,S,"1,3",68968,11,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/16/2022,6/16/2022,3,25,B,1,1,M,492,371,Y,S,"1,3",68968,13,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,C,5,2,F,481,370,Y,S,"1,2",68965,29,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/16/2022,6/16/2022,3,25,C,2,2,M,506,368,Y,S,"1,3",68968,26,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,C,6,2,M,485,367,Y,S,"1,3",68965,30,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,B,11,2,M,483,366,Y,S,"1,3",68965,23,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/16/2022,6/16/2022,3,25,B,8,1,F,484,364,Y,S,"1,2",68968,20,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,B,9,1,M,502,363,Y,S,"2,2",68965,21,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,C,2,2,F,477,362,Y,S,"1,2",68965,26,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/16/2022,6/16/2022,3,25,A,6,2,F,474,362,Y,S,"2,2",68968,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,C,3,1,F,471,360,Y,S,"1,3",68965,27,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,B,4,2,F,463,357,Y,S,"1,2",68965,16,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/16/2022,6/16/2022,3,25,B,5,1,M,460,357,Y,S,"1,2",68968,17,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,B,1,2,M,452,351,Y,S,"0,3",68965,13,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,B,7,2,F,477,349,Y,S,"1,2",68965,19,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/16/2022,6/16/2022,3,25,A,2,2,F,462,349,Y,S,"1,3",68968,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,A,4,2,M,467,346,Y,S,"2,3",68965,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,A,12,2,M,450,345,Y,S,"1,3",68965,12,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,A,6,2,F,449,345,Y,S,"1,3",68965,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/16/2022,6/16/2022,3,25,A,3,2,F,446,342,Y,S,"1,3",68968,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/16/2022,6/16/2022,3,25,A,10,2,F,452,341,Y,S,"1,3",68968,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,B,8,1,F,460,335,Y,S,"1,2",68965,20,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,A,11,2,F,447,334,Y,S,"1,3",68965,11,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,15,Northway,6/16/2022,6/16/2022,3,25,A,2,2,M,545,333,Y,S,"1,3",69088,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,A,9,2,M,429,326,Y,S,"1,2",68965,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/16/2022,6/16/2022,3,25,C,4,1,M,417,326,Y,S,"1,2",68968,28,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,A,3,1,M,424,323,Y,S,"1,2",68965,3,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,15,Northway,6/16/2022,6/16/2022,3,25,A,10,2,F,539,316,Y,S,"1,3",69088,10,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,15,Northway,6/16/2022,6/16/2022,3,25,A,9,2,F,534,315,Y,S,"1,3",69088,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/16/2022,6/16/2022,3,25,B,6,1,M,406,314,Y,S,"1,2",68968,18,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,15,Northway,6/16/2022,6/16/2022,3,25,A,5,1,M,530,313,Y,S,"2,3",69088,5,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,15,Northway,6/16/2022,6/16/2022,3,25,A,7,2,F,514,311,Y,S,"2,3",69088,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/16/2022,6/16/2022,3,25,A,1,2,M,417,310,Y,S,"1,2",68965,1,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,15,Northway,6/16/2022,6/16/2022,3,25,A,12,2,M,523,309,Y,S,"1,3",69087,2,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,15,Northway,6/16/2022,6/16/2022,3,25,A,11,2,M,514,305,Y,S,"1,3",69087,1,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,15,Northway,6/16/2022,6/16/2022,3,25,A,3,2,M,506,304,Y,S,"1,2",69088,3,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,15,Northway,6/16/2022,6/16/2022,3,25,A,8,2,F,501,299,Y,S,"1,2",69088,8,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,15,Northway,6/16/2022,6/16/2022,3,25,A,6,2,M,493,284,Y,S,"1,2",69088,6,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,15,Northway,6/16/2022,6/16/2022,3,25,A,1,0,M,482,284,Y,S,E5,69088,1,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO103,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,15,Northway,6/16/2022,6/16/2022,3,25,A,4,2,M,470,277,Y,S,"2,2",69088,4,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO104,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,DN,,Northway,6/17/2022,6/17/2022,3,25,A,4,2,F,525,NA,Y,S,"1,3",69056,4,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO104,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,DN,,Northway,6/17/2022,6/17/2022,3,25,A,3,2,M,461,NA,Y,S,"1,2",69056,3,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO104,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,DN,,Northway,6/17/2022,6/17/2022,3,25,A,1,2,M,446,NA,Y,S,"2,2",69056,1,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO104,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,DN,,Northway,6/17/2022,6/17/2022,3,25,A,2,2,M,435,NA,Y,S,"1,2",69056,2,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO104,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,DN,,Northway,6/17/2022,6/17/2022,3,25,A,7,2,M,586,477,Y,S,"1,3",69056,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,E,2,2,M,563,439,Y,S,"1,3",68993,20,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,C,7,1,M,572,432,Y,S,"1,2",68993,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,D,12,2,M,579,431,Y,S,"1,3",68993,18,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,D,6,2,M,556,431,Y,S,"1,3",68977,12,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO104,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,DN,,Northway,6/17/2022,6/17/2022,3,25,A,6,1,F,554,431,Y,S,E10,69056,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,D,12,1,F,563,428,Y,S,"1,3",68977,18,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,E,3,0,M,548,424,Y,S,E5,68977,21,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,C,12,2,M,552,419,Y,S,"1,3",68993,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,F,4,1,F,540,419,Y,S,"1,2",68993,32,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,D,1,2,M,538,416,Y,S,"1,3",68977,7,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO104,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,DN,,Northway,6/17/2022,6/17/2022,3,25,A,12,0,M,531,415,Y,S,E5,69060,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,C,12,1,M,547,414,Y,S,"1,3",68977,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,D,11,1,F,537,414,Y,S,"2,3",68977,17,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,D,5,2,F,531,413,Y,S,"1,3",68977,11,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,D,7,2,M,527,413,Y,S,"1,3",68993,13,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,C,9,1,M,527,413,Y,S,"1,3",68977,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,E,12,2,M,526,412,Y,S,"1,3",68977,38,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,F,8,1,M,529,409,Y,S,"1,2",68993,36,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO104,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,DN,,Northway,6/17/2022,6/17/2022,3,25,A,9,2,M,512,409,Y,S,"1,3",69056,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,C,7,2,M,526,407,Y,S,"1,3",68977,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,D,4,2,M,536,406,Y,S,"1,3",68993,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,E,8,2,F,531,406,Y,S,"1,3",68977,26,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,D,5,2,M,529,406,Y,S,"1,2",68993,11,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,E,7,2,M,519,405,Y,S,"1,3",68977,33,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO104,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,DN,,Northway,6/17/2022,6/17/2022,3,25,A,10,2,F,504,405,Y,S,"1,3",69056,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,D,3,2,F,534,404,Y,S,"1,3",68993,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,D,2,2,M,530,404,Y,S,"1,3",68993,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,E,6,2,F,533,403,Y,S,"2,3",68977,24,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,E,7,2,F,512,403,Y,S,"1,3",68977,25,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,D,8,0,F,529,402,Y,S,E5,68977,14,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,E,6,2,F,528,402,Y,S,"1,2",68977,32,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,D,10,1,F,519,401,Y,S,"1,3",68993,16,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,D,9,2,M,513,401,Y,S,"1,3",68977,15,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,C,10,2,M,531,399,Y,S,"1,2",68993,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,F,9,2,M,525,396,Y,S,"1,3",68993,37,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,D,6,1,F,515,396,Y,S,E10,68993,12,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,E,1,1,F,514,396,Y,S,"1,3",68977,19,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,D,9,2,M,518,395,Y,S,"2,2",68993,15,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,C,11,2,M,506,394,Y,S,"1,3",68977,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,D,10,2,M,516,393,Y,S,"1,3",68977,16,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,D,2,2,F,507,393,Y,S,"1,3",68977,8,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO104,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,DN,,Northway,6/17/2022,6/17/2022,3,25,A,11,2,F,497,393,Y,S,"1,3",69060,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,C,11,2,M,519,391,Y,S,"1,2",68993,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,D,11,2,M,513,391,Y,S,"1,3",68993,17,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,E,11,2,F,501,391,Y,S,"1,3",68977,37,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,D,4,2,F,502,387,Y,S,"1,3",68977,10,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO104,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,DN,,Northway,6/17/2022,6/17/2022,3,25,A,5,1,M,470,387,Y,S,"1,2",69056,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,F,5,2,F,500,385,Y,S,"1,3",68993,33,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO104,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,DN,,Northway,6/17/2022,6/17/2022,3,25,B,1,2,M,471,385,Y,S,E10,69060,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,E,1,1,F,500,384,Y,S,"1,3",68993,19,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,E,2,1,M,512,383,Y,S,"1,3",68977,20,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,E,8,2,F,488,381,Y,S,"1,2",68977,34,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,E,4,1,F,481,379,Y,S,"2,3",68977,22,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,E,3,1,M,496,378,Y,S,"1,3",68993,21,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,E,9,2,F,491,377,Y,S,"1,3",68977,27,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,E,11,2,F,504,376,Y,S,"1,3",68977,29,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,F,3,2,M,490,375,Y,S,"1,2",68993,31,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO104,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/17/2022,6/17/2022,3,25,B,3,2,F,470,375,Y,S,"1,2",69060,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO002,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/17/2022,6/17/2022,3,25,D,8,2,M,485,374,Y,S,"2,2",68993,14,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO004,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/17/2022,6/17/2022,3,25,D,3,0,M,483,373,Y,S,E5,68977,9,,,,,,,,,,,,,,,,,,,,,,,
